Search|खोजें|शोधा|શોધો|தேடவும்|శోధించండి|খুঁজুন|ಹುಡುಕಿ
Send|भेजें|पाठवा|મોકલો|அனுப்பவும்|పంపండి|পাঠান|ಕಳುಹಿಸಿ
Enter|दर्ज करें|प्रविष्ट करा|દાખલ કરો|உள்ளிடவும்|నమోదు చేయండి|লিখুন|ನಮೂದಿಸಿ
Clear Search|खोज साफ़ करें|शोध साफ करा|શોધ સાફ કરો|தேடலை அழிக்கவும்|శోధన తొలగించండి|অনুসন্ধান মুছুন|ಹುಡುಕಾಟ ಅಳಿಸಿ
Your question|आपका प्रश्न|तुमचा प्रश्न|તમારો પ્રશ્ન|உங்கள் கேள்வி|మీ ప్రశ్న|আপনার প্রশ্ন|ನಿಮ್ಮ ಪ್ರಶ್ನೆ
Describe your business|अपने व्यवसाय का वर्णन करें|तुमच्या व्यवसायाचे वर्णन करा|તમારા વ્યવસાયનું વર્ણન કરો|உங்கள் தொழிலை விவரிக்கவும்|మీ వ్యాపారాన్ని వివరించండి|আপনার ব্যবসার বিবরণ দিন|ನಿಮ್ಮ ವ್ಯಾಪಾರವನ್ನು ವಿವರಿಸಿ
No schemes found|कोई योजना नहीं मिली|कोणतीही योजना सापडली नाही|કોઈ યોજના મળી નથી|திட்டங்கள் கிடைக்கவில்லை|పథకాలు కనుగొనబడలేదు|কোনো প্রকল্প পাওয়া যায়নি|ಯಾವುದೇ ಯೋಜನೆ ಕಂಡುಬಂದಿಲ್ಲ
Checking your eligibility...|आपकी पात्रता जाँची जा रही है…|तुमची पात्रता तपासत आहोत…|તમારી પાત્રતા તપાસી રહ્યા છીએ…|உங்கள் தகுதி சரிபார்க்கப்படுகிறது…|మీ అర్హతను పరిశీలిస్తున్నాం…|আপনার যোগ্যতা যাচাই হচ্ছে…|ನಿಮ್ಮ ಅರ್ಹತೆಯನ್ನು ಪರಿಶೀಲಿಸಲಾಗುತ್ತಿದೆ…
Loading your profile...|प्रोफ़ाइल लोड हो रही है…|प्रोफाइल लोड होत आहे…|પ્રોફાઇલ લોડ થઈ રહી છે…|சுயவிவரம் ஏற்றப்படுகிறது…|ప్రొఫైల్ లోడ్ అవుతోంది…|প্রোফাইল লোড হচ্ছে…|ಪ್ರೊಫೈಲ್ ಲೋಡ್ ಆಗುತ್ತಿದೆ…
Please complete your profile.|कृपया अपनी प्रोफ़ाइल पूरी करें।|कृपया तुमचे प्रोफाइल पूर्ण करा.|કૃપા કરીને તમારી પ્રોફાઇલ પૂર્ણ કરો.|உங்கள் சுயவிவரத்தை நிறைவு செய்யவும்.|దయచేసి మీ ప్రొఫైల్ పూర్తి చేయండి.|আপনার প্রোফাইল পূরণ করুন।|ದಯವಿಟ್ಟು ನಿಮ್ಮ ಪ್ರೊಫೈಲ್ ಪೂರ್ಣಗೊಳಿಸಿ.
Please review your details.|कृपया अपना विवरण जाँचें।|कृपया तुमचे तपशील तपासा.|કૃપા કરીને તમારી વિગતો તપાસો.|உங்கள் விவரங்களைச் சரிபார்க்கவும்.|దయచేసి మీ వివరాలను తనిఖీ చేయండి.|আপনার তথ্য যাচাই করুন।|ದಯವಿಟ್ಟು ನಿಮ್ಮ ವಿವರಗಳನ್ನು ಪರಿಶೀಲಿಸಿ.
No details saved yet.|अभी कोई विवरण सहेजा नहीं गया है।|अद्याप तपशील जतन केलेले नाहीत.|હજી કોઈ વિગતો સાચવી નથી.|விவரங்கள் இன்னும் சேமிக்கப்படவில்லை.|ఇంకా వివరాలు సేవ్ చేయలేదు.|এখনও তথ্য সংরক্ষিত হয়নি।|ಇನ್ನೂ ವಿವರಗಳನ್ನು ಉಳಿಸಿಲ್ಲ.
Try again|फिर प्रयास करें|पुन्हा प्रयत्न करा|ફરી પ્રયાસ કરો|மீண்டும் முயற்சிக்கவும்|మళ్లీ ప్రయత్నించండి|আবার চেষ্টা করুন|ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ
Unable to load results. Please try again.|नतीजे लोड नहीं हुए। फिर प्रयास करें।|निकाल लोड झाले नाहीत. पुन्हा प्रयत्न करा.|પરિણામો લોડ થયા નથી. ફરી પ્રયાસ કરો.|முடிவுகளை ஏற்ற முடியவில்லை. மீண்டும் முயற்சிக்கவும்.|ఫలితాలు లోడ్ కాలేదు. మళ్లీ ప్రయత్నించండి.|ফলাফল লোড হয়নি। আবার চেষ্টা করুন।|ಫಲಿತಾಂಶ ಲೋಡ್ ಆಗಿಲ್ಲ. ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.
Verify your sign-in|साइन इन सत्यापित करें|साइन इन सत्यापित करा|સાઇન ઇન ચકાસો|உள்நுழைவைச் சரிபார்க்கவும்|సైన్ ఇన్ ధృవీకరించండి|সাইন ইন যাচাই করুন|ಸೈನ್ ಇನ್ ಪರಿಶೀಲಿಸಿ
Verify OTP and sign in|OTP सत्यापित करके साइन इन करें|OTP तपासून साइन इन करा|OTP ચકાસીને સાઇન ઇન કરો|OTP சரிபார்த்து உள்நுழையவும்|OTP ధృవీకరించి సైన్ ఇన్ చేయండి|OTP যাচাই করে সাইন ইন করুন|OTP ಪರಿಶೀಲಿಸಿ ಸೈನ್ ಇನ್ ಮಾಡಿ
Receive your sign-in code via|साइन इन कोड प्राप्त करने का माध्यम|साइन इन कोड मिळवण्याचे माध्यम|સાઇન ઇન કોડ મેળવવાનું માધ્યમ|உள்நுழைவு குறியீடு பெறும் வழி|సైన్ ఇన్ కోడ్ పొందే విధానం|সাইন ইন কোড পাওয়ার মাধ্যম|ಸೈನ್ ಇನ್ ಕೋಡ್ ಪಡೆಯುವ ವಿಧಾನ
Sign in with your password, then verify a code sent to your registered email or mobile number.|पासवर्ड डालें, फिर पंजीकृत ईमेल या मोबाइल पर मिले कोड को सत्यापित करें।|पासवर्ड टाका, नंतर नोंदणीकृत ईमेल किंवा मोबाइलवरील कोड तपासा.|પાસવર્ડ દાખલ કરો અને નોંધાયેલ ઇમેઇલ કે મોબાઇલ પર મળેલો કોડ ચકાસો.|கடவுச்சொல்லை உள்ளிட்டு பதிவு செய்த மின்னஞ்சல் அல்லது கைப்பேசிக்கு வந்த குறியீட்டைச் சரிபார்க்கவும்.|పాస్‌వర్డ్ నమోదు చేసి నమోదైన ఇమెయిల్ లేదా మొబైల్‌కు వచ్చిన కోడ్‌ను ధృవీకరించండి.|পাসওয়ার্ড দিন, তারপর নিবন্ধিত ইমেল বা মোবাইলে আসা কোড যাচাই করুন।|ಪಾಸ್‌ವರ್ಡ್ ನಮೂದಿಸಿ, ನೋಂದಾಯಿತ ಇಮೇಲ್ ಅಥವಾ ಮೊಬೈಲ್‌ಗೆ ಬಂದ ಕೋಡ್ ಪರಿಶೀಲಿಸಿ.
Enter the six-digit code sent to {destination}.|{destination} पर भेजा गया छह अंकों का कोड डालें।|{destination} वर पाठवलेला सहा अंकी कोड टाका.|{destination} પર મોકલેલો છ અંકનો કોડ દાખલ કરો.|{destination}க்கு அனுப்பிய ஆறு இலக்கக் குறியீட்டை உள்ளிடவும்.|{destination}కు పంపిన ఆరు అంకెల కోడ్ నమోదు చేయండి.|{destination}-এ পাঠানো ছয় অঙ্কের কোড লিখুন।|{destination}ಗೆ ಕಳುಹಿಸಿದ ಆರು ಅಂಕಿಯ ಕೋಡ್ ನಮೂದಿಸಿ.
Enter the six-digit OTP below.|नीचे छह अंकों का OTP डालें।|खाली सहा अंकी OTP टाका.|નીચે છ અંકનો OTP દાખલ કરો.|கீழே ஆறு இலக்க OTP உள்ளிடவும்.|కింద ఆరు అంకెల OTP నమోదు చేయండి.|নিচে ছয় অঙ্কের OTP লিখুন।|ಕೆಳಗೆ ಆರು ಅಂಕಿಯ OTP ನಮೂದಿಸಿ.
Code expires in {seconds}s|कोड {seconds} सेकंड में समाप्त होगा|कोड {seconds} सेकंदात संपेल|કોડ {seconds} સેકન્ડમાં સમાપ્ત થશે|குறியீடு {seconds} வினாடிகளில் காலாவதியாகும்|కోడ్ {seconds} సెకన్లలో ముగుస్తుంది|কোডের মেয়াদ {seconds} সেকেন্ড|ಕೋಡ್ {seconds} ಸೆಕೆಂಡುಗಳಲ್ಲಿ ಮುಗಿಯುತ್ತದೆ
Resend code|कोड फिर भेजें|कोड पुन्हा पाठवा|કોડ ફરી મોકલો|குறியீட்டை மீண்டும் அனுப்பவும்|కోడ్ మళ్లీ పంపండి|কোড আবার পাঠান|ಕೋಡ್ ಮತ್ತೆ ಕಳುಹಿಸಿ
Resend code in {seconds}s|{seconds} सेकंड बाद कोड फिर भेजें|{seconds} सेकंदांनी कोड पुन्हा पाठवा|{seconds} સેકન્ડ પછી કોડ ફરી મોકલો|{seconds} வினாடிகளில் மீண்டும் அனுப்பலாம்|{seconds} సెకన్ల తరువాత మళ్లీ పంపండి|{seconds} সেকেন্ড পরে আবার পাঠান|{seconds} ಸೆಕೆಂಡುಗಳ ನಂತರ ಮತ್ತೆ ಕಳುಹಿಸಿ
Try again in {seconds}s|{seconds} सेकंड बाद फिर प्रयास करें|{seconds} सेकंदांनी पुन्हा प्रयत्न करा|{seconds} સેકન્ડ પછી ફરી પ્રયાસ કરો|{seconds} வினாடிகளுக்குப் பிறகு முயற்சிக்கவும்|{seconds} సెకన్ల తరువాత మళ్లీ ప్రయత్నించండి|{seconds} সেকেন্ড পরে চেষ্টা করুন|{seconds} ಸೆಕೆಂಡುಗಳ ನಂತರ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ
This code has expired. Request a new code.|कोड समाप्त हो गया है। नया कोड माँगें।|कोडची मुदत संपली. नवीन कोड मागवा.|કોડની મુદત પૂરી થઈ. નવો કોડ મેળવો.|குறியீடு காலாவதியானது. புதிய குறியீடு கோரவும்.|కోడ్ గడువు ముగిసింది. కొత్త కోడ్ కోరండి.|কোডের মেয়াদ শেষ। নতুন কোড চান।|ಕೋಡ್ ಅವಧಿ ಮುಗಿದಿದೆ. ಹೊಸ ಕೋಡ್ ಪಡೆಯಿರಿ.
Check your email inbox and spam folder.|ईमेल इनबॉक्स और स्पैम फ़ोल्डर देखें।|ईमेल इनबॉक्स आणि स्पॅम फोल्डर तपासा.|ઇમેઇલ ઇનબોક્સ અને સ્પામ ફોલ્ડર તપાસો.|மின்னஞ்சல் உள்பெட்டி மற்றும் ஸ்பேம் கோப்புறையைப் பார்க்கவும்.|ఇమెయిల్ ఇన్‌బాక్స్ మరియు స్పామ్ ఫోల్డర్ చూడండి.|ইমেল ইনবক্স ও স্প্যাম ফোল্ডার দেখুন।|ಇಮೇಲ್ ಇನ್‌ಬಾಕ್ಸ್ ಮತ್ತು ಸ್ಪ್ಯಾಮ್ ಫೋಲ್ಡರ್ ಪರಿಶೀಲಿಸಿ.
Check SMS messages on the mobile number you entered.|दर्ज मोबाइल नंबर के SMS देखें।|दिलेल्या मोबाइलवरील SMS तपासा.|દાખલ કરેલા મોબાઇલના SMS તપાસો.|உள்ளிட்ட கைப்பேசியில் SMS பார்க்கவும்.|నమోదు చేసిన మొబైల్‌లో SMS చూడండి.|দেওয়া মোবাইলের SMS দেখুন।|ನಮೂದಿಸಿದ ಮೊಬೈಲ್‌ನ SMS ಪರಿಶೀಲಿಸಿ.
Choose how to reset your password|पासवर्ड रीसेट का तरीका चुनें|पासवर्ड रीसेटची पद्धत निवडा|પાસવર્ડ રીસેટ કરવાની રીત પસંદ કરો|கடவுச்சொல் மீட்டமைக்கும் வழியைத் தேர்ந்தெடுக்கவும்|పాస్‌వర్డ్ రీసెట్ విధానం ఎంచుకోండి|পাসওয়ার্ড রিসেটের পদ্ধতি বাছুন|ಪಾಸ್‌ವರ್ಡ್ ಮರುಹೊಂದಿಸುವ ವಿಧಾನ ಆರಿಸಿ
This method is unavailable. Choose another method or try again later.|यह माध्यम उपलब्ध नहीं है। दूसरा माध्यम चुनें या बाद में प्रयास करें।|हा पर्याय उपलब्ध नाही. दुसरा पर्याय निवडा किंवा नंतर प्रयत्न करा.|આ રીત ઉપલબ્ધ નથી. બીજી રીત પસંદ કરો અથવા પછી પ્રયાસ કરો.|இந்த வழி கிடைக்கவில்லை. வேறு வழியைத் தேர்ந்தெடுக்கவும் அல்லது பின்னர் முயற்சிக்கவும்.|ఈ విధానం అందుబాటులో లేదు. మరొక విధానం ఎంచుకోండి లేదా తరువాత ప్రయత్నించండి.|এই মাধ্যম উপলব্ধ নেই। অন্য মাধ্যম বাছুন বা পরে চেষ্টা করুন।|ಈ ವಿಧಾನ ಲಭ್ಯವಿಲ್ಲ. ಇನ್ನೊಂದು ವಿಧಾನ ಆರಿಸಿ ಅಥವಾ ನಂತರ ಪ್ರಯತ್ನಿಸಿ.
Complete a new CAPTCHA before sending another code.|दूसरा कोड भेजने से पहले नया CAPTCHA भरें।|पुन्हा कोड पाठवण्यापूर्वी नवीन CAPTCHA भरा.|બીજો કોડ મોકલતા પહેલાં નવો CAPTCHA ભરો.|மீண்டும் குறியீடு அனுப்பும் முன் புதிய CAPTCHA நிரப்பவும்.|మరో కోడ్ పంపే ముందు కొత్త CAPTCHA పూర్తి చేయండి.|আবার কোড পাঠানোর আগে নতুন CAPTCHA পূরণ করুন।|ಮತ್ತೆ ಕೋಡ್ ಕಳುಹಿಸುವ ಮೊದಲು ಹೊಸ CAPTCHA ಪೂರ್ಣಗೊಳಿಸಿ.
This CAPTCHA has expired. Refresh it to continue.|CAPTCHA समाप्त हो गया। आगे बढ़ने के लिए रीफ़्रेश करें।|CAPTCHA ची मुदत संपली. पुढे जाण्यासाठी रीफ्रेश करा.|CAPTCHA સમાપ્ત થયો. આગળ વધવા રીફ્રેશ કરો.|CAPTCHA காலாவதியானது. தொடர புதுப்பிக்கவும்.|CAPTCHA గడువు ముగిసింది. కొనసాగడానికి రిఫ్రెష్ చేయండి.|CAPTCHA-এর মেয়াদ শেষ। এগোতে রিফ্রেশ করুন।|CAPTCHA ಅವಧಿ ಮುಗಿದಿದೆ. ಮುಂದುವರಿಯಲು ರಿಫ್ರೆಶ್ ಮಾಡಿ.
Use at least 10 characters.|कम से कम 10 अक्षर रखें।|किमान 10 अक्षरे वापरा.|ઓછામાં ઓછા 10 અક્ષરો વાપરો.|குறைந்தது 10 எழுத்துகளைப் பயன்படுத்தவும்.|కనీసం 10 అక్షరాలు ఉపయోగించండి.|অন্তত 10 অক্ষর ব্যবহার করুন।|ಕನಿಷ್ಠ 10 ಅಕ್ಷರಗಳನ್ನು ಬಳಸಿ.
Your password has been updated. Sign in using your new password.|पासवर्ड बदल गया। नए पासवर्ड से साइन इन करें।|पासवर्ड बदलला. नवीन पासवर्डने साइन इन करा.|પાસવર્ડ બદલાયો. નવા પાસવર્ડથી સાઇન ઇન કરો.|கடவுச்சொல் மாற்றப்பட்டது. புதிய கடவுச்சொல்லுடன் உள்நுழையவும்.|పాస్‌వర్డ్ మార్చబడింది. కొత్త పాస్‌వర్డ్‌తో సైన్ ఇన్ చేయండి.|পাসওয়ার্ড বদলেছে। নতুন পাসওয়ার্ড দিয়ে সাইন ইন করুন।|ಪಾಸ್‌ವರ್ಡ್ ಬದಲಾಗಿದೆ. ಹೊಸ ಪಾಸ್‌ವರ್ಡ್‌ನಿಂದ ಸೈನ್ ಇನ್ ಮಾಡಿ.
Voice assistant|आवाज़ सहायक|आवाज सहाय्यक|અવાજ સહાયક|குரல் உதவியாளர்|వాయిస్ సహాయకుడు|ভয়েস সহায়ক|ಧ್ವನಿ ಸಹಾಯಕ
Use microphone|माइक्रोफ़ोन इस्तेमाल करें|मायक्रोफोन वापरा|માઇક્રોફોન વાપરો|ஒலிவாங்கியைப் பயன்படுத்தவும்|మైక్రోఫోన్ ఉపయోగించండి|মাইক্রোফোন ব্যবহার করুন|ಮೈಕ್ರೋಫೋನ್ ಬಳಸಿ
Stop recording|रिकॉर्डिंग रोकें|रेकॉर्डिंग थांबवा|રેકોર્ડિંગ રોકો|பதிவை நிறுத்தவும்|రికార్డింగ్ ఆపండి|রেকর্ডিং থামান|ರೆಕಾರ್ಡಿಂಗ್ ನಿಲ್ಲಿಸಿ
Play answer|जवाब सुनें|उत्तर ऐका|જવાબ સાંભળો|பதிலைக் கேட்கவும்|సమాధానం వినండి|উত্তর শুনুন|ಉತ್ತರ ಕೇಳಿ
Stop audio|ऑडियो रोकें|ऑडिओ थांबवा|ઑડિયો રોકો|ஒலியை நிறுத்தவும்|ఆడియో ఆపండి|অডিও থামান|ಆಡಿಯೊ ನಿಲ್ಲಿಸಿ
Getting answer...|जवाब मिल रहा है…|उत्तर मिळवत आहोत…|જવાબ મેળવી રહ્યા છીએ…|பதில் பெறப்படுகிறது…|సమాధానం పొందుతున్నాం…|উত্তর আসছে…|ಉತ್ತರ ಪಡೆಯಲಾಗುತ್ತಿದೆ…
Not configured|सेटअप पूरा नहीं है|सेटअप पूर्ण नाही|સેટઅપ પૂર્ણ નથી|அமைப்பு முடிவடையவில்லை|సెటప్ పూర్తి కాలేదు|সেটআপ সম্পূর্ণ হয়নি|ಸೆಟಪ್ ಪೂರ್ಣವಾಗಿಲ್ಲ
Open navigation menu|नेविगेशन मेनू खोलें|नेव्हिगेशन मेनू उघडा|નેવિગેશન મેનુ ખોલો|வழிசெலுத்தல் பட்டியைத் திறக்கவும்|నావిగేషన్ మెనూ తెరవండి|নেভিগেশন মেনু খুলুন|ನ್ಯಾವಿಗೇಷನ್ ಮೆನು ತೆರೆಯಿರಿ
Open profile menu|प्रोफ़ाइल मेनू खोलें|प्रोफाइल मेनू उघडा|પ્રોફાઇલ મેનુ ખોલો|சுயவிவரப் பட்டியைத் திறக்கவும்|ప్రొఫైల్ మెనూ తెరవండి|প্রোফাইল মেনু খুলুন|ಪ್ರೊಫೈಲ್ ಮೆನು ತೆರೆಯಿರಿ
Open in Full Screen|पूरे स्क्रीन में खोलें|पूर्ण स्क्रीनमध्ये उघडा|પૂર્ણ સ્ક્રીનમાં ખોલો|முழுத்திரையில் திறக்கவும்|పూర్తి తెరలో తెరవండి|পূর্ণ পর্দায় খুলুন|ಪೂರ್ಣ ಪರದೆಯಲ್ಲಿ ತೆರೆಯಿರಿ
Business|व्यवसाय|व्यवसाय|વ્યવસાય|தொழில்|వ్యాపారం|ব্যবসা|ವ್ಯಾಪಾರ
Personal|व्यक्तिगत|वैयक्तिक|વ્યક્તિગત|தனிப்பட்ட|వ్యక్తిగత|ব্যক্তিগত|ವೈಯಕ್ತಿಕ
Idea / Planning|विचार / योजना|कल्पना / नियोजन|વિચાર / આયોજન|யோசனை / திட்டமிடல்|ఆలోచన / ప్రణాళిక|ভাবনা / পরিকল্পনা|ಕಲ್ಪನೆ / ಯೋಜನೆ
Early Stage|शुरुआती चरण|सुरुवातीचा टप्पा|પ્રારંભિક તબક્કો|ஆரம்ப நிலை|ప్రారంభ దశ|প্রাথমিক পর্যায়|ಆರಂಭಿಕ ಹಂತ
Established|स्थापित|स्थापित|સ્થાપિત|நிறுவப்பட்டது|స్థాపించబడింది|প্রতিষ্ঠিত|ಸ್ಥಾಪಿತ
Expansion|विस्तार|विस्तार|વિસ્તરણ|விரிவாக்கம்|విస్తరణ|সম্প্রসারণ|ವಿಸ್ತರಣೆ
Startup|स्टार्टअप|स्टार्टअप|સ્ટાર્ટઅપ|புத்தொழில்|స్టార్టప్|স্টার্টআপ|ಸ್ಟಾರ್ಟಪ್
Below|से कम|पेक्षा कमी|થી ઓછું|க்கும் கீழ்|కంటే తక్కువ|এর নিচে|ಗಿಂತ ಕಡಿಮೆ
Above|से अधिक|पेक्षा जास्त|થી વધુ|க்கும் மேல்|కంటే ఎక్కువ|এর উপরে|ಗಿಂತ ಹೆಚ್ಚು
Lakh|लाख|लाख|લાખ|லட்சம்|లక్షలు|লক্ষ|ಲಕ್ಷ
Crore|करोड़|कोटी|કરોડ|கோடி|కోట్లు|কোটি|ಕೋಟಿ
years|वर्ष|वर्षे|વર્ષ|ஆண்டுகள்|సంవత్సరాలు|বছর|ವರ್ಷಗಳು
Less than 1 year|1 वर्ष से कम|1 वर्षापेक्षा कमी|1 વર્ષથી ઓછું|1 ஆண்டிற்குக் குறைவு|1 సంవత్సరం కంటే తక్కువ|1 বছরের কম|1 ವರ್ಷಕ್ಕಿಂತ ಕಡಿಮೆ
More than 10 years|10 वर्ष से अधिक|10 वर्षांपेक्षा जास्त|10 વર્ષથી વધુ|10 ஆண்டுகளுக்கு மேல்|10 సంవత్సరాల కంటే ఎక్కువ|10 বছরের বেশি|10 ವರ್ಷಗಳಿಗಿಂತ ಹೆಚ್ಚು
